"Date","Market","State","Market Size","Product Type","Product","Type","Sales","Profit","Margin","COGS","Total Expenses","Marketing","Inventory","Budget Profit","Budget Margin","Budget Sales","Budget COGS"
01/01/2002,"Central","Iowa","Small Market","Tea","Darjeeling","Regular",1544,414,674,654,266,179,4493,391,642,1302,536
01/01/2002,"Central","Iowa","Small Market","Espresso","Decaf Espresso","Decaf",129,30,80,57,48,13,2269,87,136,146,33
01/01/2002,"Central","Iowa","Small Market","Coffee","Decaf Irish Cream","Decaf",175,41,91,68,58,23,1956,62,95,157,67
01/01/2002,"Central","Iowa","Small Market","Tea","Earl Grey","Regular",1577,541,987,832,426,267,4722,490,863,1482,664
01/01/2002,"Central","Iowa","Small Market","Smoothie","Lemon","Decaf",782,268,435,320,160,97,2039,287,380,583,256
01/01/2002,"South","Louisiana","Small Market","Espresso","Caffe Latte","Regular",513,25,298,233,273,198,1655,28,255,441,192
01/01/2002,"South","Louisiana","Small Market","Espresso","Caffe Mocha","Regular",538,233,324,216,124,66,1201,248,315,425,155
01/01/2002,"South","Louisiana","Small Market","Smoothie","Chocolate","Decaf",352,113,204,138,81,50,1984,122,178,314,112
01/01/2002,"South","Louisiana","Small Market","Coffee","Columbian","Regular",240,97,164,105,70,27,2551,153,169,314,113
01/01/2002,"South","Louisiana","Small Market","Espresso","Decaf Espresso","Decaf",511,155,292,189,134,56,1266,159,215,361,156
01/01/2002,"South","Louisiana","Small Market","Coffee","Decaf Irish Cream","Decaf",268,86,150,111,68,30,2207,157,181,307,129
01/01/2002,"South","Louisiana","Small Market","Smoothie","Lemon","Decaf",587,120,351,268,193,90,1484,123,285,520,249
01/01/2002,"East","Massachusetts","Major Market","Espresso","Caffe Mocha","Regular",409,-69,187,210,277,176,1346,-29,180,348,192
01/01/2002,"East","Massachusetts","Major Market","Coffee","Columbian","Regular",1604,1194,1320,231,159,67,1756,1157,1138,1344,191
01/01/2002,"East","Massachusetts","Major Market","Tea","Darjeeling","Regular",238,85,161,91,59,23,2587,134,163,234,90
01/01/2002,"East","Massachusetts","Major Market","Tea","Green Tea","Regular",234,95,135,91,59,25,1425,134,147,250,87
01/01/2002,"East","Massachusetts","Major Market","Smoothie","Lemon","Decaf",393,52,230,175,184,66,1100,87,201,292,129
01/01/2002,"East","Massachusetts","Major Market","Espresso","Regular Espresso","Regular",1145,298,501,564,223,157,3687,308,501,958,480
01/01/2002,"Central","Missouri","Small Market","Espresso","Caffe Mocha","Regular",353,164,238,143,74,42,2471,206,263,401,167
01/01/2002,"Central","Missouri","Small Market","Smoothie","Chocolate","Decaf",292,-35,150,105,208,95,784,0,116,222,102
01/01/2002,"Central","Missouri","Small Market","Coffee","Columbian","Regular",560,120,317,288,189,96,1642,114,289,588,287
01/01/2002,"Central","Missouri","Small Market","Tea","Darjeeling","Regular",243,30,145,115,108,31,587,28,132,211,87
01/01/2002,"Central","Missouri","Small Market","Espresso","Decaf Espresso","Decaf",365,132,211,144,71,38,2194,188,248,424,165
01/01/2002,"Central","Missouri","Small Market","Coffee","Decaf Irish Cream","Decaf",580,143,297,252,151,69,2978,152,281,479,256
01/01/2002,"Central","Missouri","Small Market","Tea","Earl Grey","Regular",216,-31,117,86,143,37,497,-30,90,156,57
01/01/2002,"Central","Missouri","Small Market","Tea","Green Tea","Regular",244,-14,138,113,137,38,672,0,124,203,57
01/01/2002,"Central","Missouri","Small Market","Smoothie","Lemon","Decaf",278,-128,36,259,165,76,1589,-66,28,254,209
01/01/2002,"West","Nevada","Small Market","Espresso","Caffe Latte","Regular",124,32,79,54,49,12,2432,63,99,135,29
01/01/2002,"West","Nevada","Small Market","Espresso","Caffe Mocha","Regular",142,29,81,56,48,17,2461,62,101,134,31
01/01/2002,"West","Nevada","Small Market","Smoothie","Chocolate","Decaf",808,52,441,341,400,311,2036,102,391,701,281
01/01/2002,"West","Nevada","Small Market","Coffee","Columbian","Regular",223,-9,122,110,149,40,624,31,165,283,120
01/01/2002,"West","Nevada","Small Market","Tea","Darjeeling","Regular",1571,680,873,706,328,241,3702,491,693,1070,430
01/01/2002,"West","Nevada","Small Market","Espresso","Decaf Espresso","Decaf",133,36,87,52,46,13,2274,67,99,121,28
01/01/2002,"West","Nevada","Small Market","Coffee","Decaf Irish Cream","Decaf",175,12,116,82,95,23,2824,66,116,216,96
01/01/2002,"West","Nevada","Small Market","Tea","Earl Grey","Regular",1474,407,737,688,251,196,4889,303,494,933,460
01/01/2002,"West","Nevada","Small Market","Tea","Green Tea","Regular",49,-1091,-779,809,423,288,4831,-718,-475,0,539
01/01/2002,"West","Nevada","Small Market","Smoothie","Lemon","Decaf",1147,346,579,433,278,157,2647,351,558,940,384
01/01/2002,"West","Nevada","Small Market","Smoothie","Blueberry","Decaf",774,258,422,299,179,91,2041,267,395,599,245
01/01/2002,"East","New Hampshire","Small Market","Coffee","Amaretto","Regular",283,66,175,116,112,38,709,90,156,261,97
01/01/2002,"East","New Hampshire","Small Market","Espresso","Caffe Mocha","Regular",276,-34,154,119,192,109,753,0,154,233,98
01/01/2002,"East","New Hampshire","Small Market","Coffee","Columbian","Regular",400,72,202,157,153,42,1076,119,238,349,113
01/01/2002,"East","New Hampshire","Small Market","Tea","Darjeeling","Regular",134,31,78,58,57,15,2759,58,92,136,30
01/01/2002,"East","New Hampshire","Small Market","Tea","Green Tea","Regular",137,31,73,52,51,12,2578,56,86,114,29
01/01/2002,"East","New Hampshire","Small Market","Smoothie","Lemon","Decaf",222,-13,139,111,141,36,635,0,91,166,61
01/01/2002,"East","New Hampshire","Small Market","Espresso","Regular Espresso","Regular",214,-26,103,81,143,35,560,0,134,186,61
01/01/2002,"South","New Mexico","Small Market","Espresso","Caffe Latte","Regular",214,-24,108,93,136,37,561,0,99,159,60
01/01/2002,"South","New Mexico","Small Market","Espresso","Caffe Mocha","Regular",258,-30,150,110,187,108,732,-28,133,210,89
01/01/2002,"South","New Mexico","Small Market","Smoothie","Chocolate","Decaf",153,34,77,51,54,16,2407,59,86,115,32
01/01/2002,"South","New Mexico","Small Market","Coffee","Columbian","Regular",397,82,225,149,144,48,1150,156,258,487,201
01/01/2002,"South","New Mexico","Small Market","Espresso","Decaf Espresso","Decaf",256,30,138,113,115,34,593,34,124,206,100
01/01/2002,"South","New Mexico","Small Market","Coffee","Decaf Irish Cream","Decaf",324,-128,33,271,168,90,1713,-96,29,398,353
01/01/2002,"South","New Mexico","Small Market","Smoothie","Lemon","Decaf",192,13,98,86,89,24,3200,66,122,179,66
01/01/2002,"East","New York","Major Market","Espresso","Caffe Mocha","Regular",192,-491,-126,305,422,270,2261,-525,-144,147,313
01/01/2002,"East","New York","Major Market","Coffee","Columbian","Regular",1939,817,1195,800,424,300,6261,797,1154,1998,845
01/01/2002,"East","New York","Major Market","Tea","Darjeeling","Regular",714,321,413,319,115,77,2366,398,424,799,291
01/01/2002,"East","New York","Major Market","Tea","Earl Grey","Regular",705,310,406,270,114,74,2499,339,442,679,260
01/01/2002,"East","New York","Major Market","Tea","Green Tea","Regular",420,166,263,157,75,49,1524,208,263,406,167
01/01/2002,"East","New York","Major Market","Smoothie","Lemon","Decaf",1399,349,694,814,424,303,4723,331,585,1077,521
01/01/2002,"East","New York","Major Market","Smoothie","Blueberry","Decaf",583,-344,-91,700,271,198,2974,-227,-31,398,493
01/01/2002,"East","New York","Major Market","Espresso","Regular Espresso","Regular",1614,596,854,653,271,194,4347,657,893,1585,713
01/01/2002,"Central","Ohio","Major Market","Coffee","Amaretto","Regular",421,104,229,185,139,58,1080,167,242,425,194
01/01/2002,"Central","Ohio","Major Market","Espresso","Caffe Mocha","Regular",1116,334,483,569,206,141,3391,436,615,1264,562
01/01/2002,"Central","Ohio","Major Market","Smoothie","Chocolate","Decaf",229,91,141,105,59,26,1342,167,145,228,68
01/01/2002,"Central","Ohio","Major Market","Coffee","Columbian","Regular",452,127,237,175,127,55,1186,152,225,394,174
01/01/2002,"Central","Ohio","Major Market","Tea","Darjeeling","Regular",604,199,416,245,177,86,2203,194,343,516,204
01/01/2002,"Central","Ohio","Major Market","Espresso","Decaf Espresso","Decaf",373,52,229,177,167,65,1016,120,292,427,197
01/01/2002,"Central","Ohio","Major Market","Coffee","Decaf Irish Cream","Decaf",452,0,249,192,266,161,1430,65,269,442,174
01/01/2002,"Central","Ohio","Major Market","Tea","Earl Grey","Regular",588,228,362,271,159,82,1622,199,288,481,206
01/01/2002,"Central","Ohio","Major Market","Smoothie","Lemon","Decaf",248,91,160,107,65,24,2452,164,146,231,61
01/01/2002,"South","Oklahoma","Small Market","Espresso","Caffe Latte","Regular",628,194,385,240,142,83,1565,221,301,481,209
01/01/2002,"South","Oklahoma","Small Market","Espresso","Caffe Mocha","Regular",234,87,143,100,57,25,1529,131,117,203,60
01/01/2002,"South","Oklahoma","Small Market","Smoothie","Chocolate","Decaf",393,40,194,166,156,65,872,66,203,338,148
01/01/2002,"South","Oklahoma","Small Market","Coffee","Columbian","Regular",340,81,173,130,82,42,1947,170,237,357,169
01/01/2002,"South","Oklahoma","Small Market","Espresso","Decaf Espresso","Decaf",590,205,421,259,200,76,2205,199,346,599,222
01/01/2002,"South","Oklahoma","Small Market","Coffee","Decaf Irish Cream","Decaf",251,83,158,92,64,24,2358,157,170,340,133
01/01/2002,"South","Oklahoma","Small Market","Smoothie","Lemon","Decaf",604,33,359,230,313,244,1557,85,327,550,201
01/01/2002,"West","Oregon","Small Market","Coffee","Amaretto","Regular",446,3,294,180,277,170,1290,132,309,559,232
01/01/2002,"West","Oregon","Small Market","Espresso","Caffe Latte","Regular",391,45,205,183,176,69,1080,57,205,344,153
01/01/2002,"West","Oregon","Small Market","Espresso","Caffe Mocha","Regular",462,101,240,203,159,63,1047,145,272,363,153
01/01/2002,"West","Oregon","Small Market","Smoothie","Chocolate","Decaf",260,103,180,105,70,30,2281,132,130,220,95
01/01/2002,"West","Oregon","Small Market","Coffee","Columbian","Regular",484,82,311,187,205,66,1231,199,409,604,224
01/01/2002,"West","Oregon","Small Market","Tea","Darjeeling","Regular",272,88,146,104,57,25,1341,86,95,168,59
01/01/2002,"West","Oregon","Small Market","Espresso","Decaf Espresso","Decaf",1043,295,574,544,206,154,3136,281,484,1014,497
01/01/2002,"West","Oregon","Small Market","Coffee","Decaf Irish Cream","Decaf",445,128,280,162,118,54,1048,233,280,558,199
01/01/2002,"West","Oregon","Small Market","Tea","Earl Grey","Regular",677,219,396,249,196,77,2147,204,268,403,147
01/01/2002,"West","Oregon","Small Market","Tea","Green Tea","Regular",615,190,340,259,160,87,1480,146,249,404,151
01/01/2002,"West","Oregon","Small Market","Smoothie","Lemon","Decaf",308,97,168,147,91,41,2089,99,151,263,86
01/01/2002,"South","Texas","Major Market","Espresso","Caffe Latte","Regular",588,157,336,230,171,65,1598,164,286,486,200
01/01/2002,"South","Texas","Major Market","Espresso","Caffe Mocha","Regular",734,321,435,258,110,74,2265,273,340,589,206
01/01/2002,"South","Texas","Major Market","Smoothie","Chocolate","Decaf",446,102,235,173,149,53,951,157,250,407,156
01/01/2002,"South","Texas","Major Market","Coffee","Columbian","Regular",1349,492,743,703,271,191,3236,692,990,1746,875
01/01/2002,"South","Texas","Major Market","Espresso","Decaf Espresso","Decaf",391,177,225,175,88,45,1284,176,207,352,132
01/01/2002,"South","Texas","Major Market","Coffee","Decaf Irish Cream","Decaf",597,191,348,242,129,84,1897,310,425,649,298
01/01/2002,"South","Texas","Major Market","Smoothie","Lemon","Decaf",436,123,258,185,123,52,1048,156,270,408,156
01/01/2002,"West","Utah","Small Market","Coffee","Amaretto","Regular",529,134,305,248,151,77,2789,235,361,715,294
01/01/2002,"West","Utah","Small Market","Espresso","Caffe Latte","Regular",331,148,225,140,73,36,2531,122,195,340,113
01/01/2002,"West","Utah","Small Market","Espresso","Caffe Mocha","Regular",320,97,210,152,85,45,1991,131,192,333,134
01/01/2002,"West","Utah","Small Market","Smoothie","Chocolate","Decaf",315,61,166,125,111,34,744,95,164,268,87
01/01/2002,"West","Utah","Small Market","Coffee","Columbian","Regular",370,101,252,163,128,51,917,238,331,511,180
01/01/2002,"West","Utah","Small Market","Tea","Darjeeling","Regular",292,-31,159,112,198,98,863,0,127,174,64
01/01/2002,"West","Utah","Small Market","Espresso","Decaf Espresso","Decaf",370,136,219,144,84,40,2570,153,226,368,112
01/01/2002,"West","Utah","Small Market","Coffee","Decaf Irish Cream","Decaf",594,127,333,290,190,94,1528,229,418,668,337
01/01/2002,"West","Utah","Small Market","Tea","Earl Grey","Regular",231,27,139,103,129,34,651,29,92,161,66
01/01/2002,"West","Utah","Small Market","Tea","Green Tea","Regular",196,-29,102,91,128,34,488,29,96,126,29
01/01/2002,"West","Utah","Small Market","Smoothie","Lemon","Decaf",400,84,216,153,153,49,1172,86,168,285,120
01/01/2002,"West","Utah","Small Market","Smoothie","Blueberry","Decaf",282,-134,34,293,160,78,1641,-86,30,245,211
01/01/2002,"West","Washington","Small Market","Espresso","Caffe Latte","Regular",373,111,188,157,80,45,2110,115,197,314,114
01/01/2002,"West","Washington","Small Market","Espresso","Caffe Mocha","Regular",384,40,187,172,148,63,936,60,203,356,144
01/01/2002,"West","Washington","Small Market","Smoothie","Chocolate","Decaf",1054,369,579,362,230,128,2918,391,502,809,285
01/01/2002,"West","Washington","Small Market","Coffee","Columbian","Regular",394,117,259,172,133,45,1040,197,314,456,195
01/01/2002,"West","Washington","Small Market","Tea","Darjeeling","Regular",542,223,385,196,139,65,1288,165,271,403,130
01/01/2002,"West","Washington","Small Market","Espresso","Decaf Espresso","Decaf",437,114,246,234,121,65,2926,182,258,436,185
01/01/2002,"West","Washington","Small Market","Coffee","Decaf Irish Cream","Decaf",575,27,374,234,298,242,1654,179,407,735,265
01/01/2002,"West","Washington","Small Market","Tea","Earl Grey","Regular",447,156,275,191,137,55,1206,129,182,315,130
01/01/2002,"West","Washington","Small Market","Tea","Green Tea","Regular",516,24,301,213,298,227,1731,56,259,388,120
01/01/2002,"West","Washington","Small Market","Smoothie","Lemon","Decaf",282,87,170,103,71,25,2393,144,161,206,61
01/01/2002,"Central","Wisconsin","Small Market","Coffee","Amaretto","Regular",345,37,200,177,171,59,893,88,218,380,164
01/01/2002,"Central","Wisconsin","Small Market","Espresso","Caffe Mocha","Regular",475,110,263,198,124,70,2724,165,274,495,230
01/01/2002,"Central","Wisconsin","Small Market","Smoothie","Chocolate","Decaf",612,237,341,216,123,62,1154,236,340,425,161
01/01/2002,"Central","Wisconsin","Small Market","Coffee","Columbian","Regular",617,28,363,238,298,204,1804,67,370,609,236
01/01/2002,"Central","Wisconsin","Small Market","Tea","Darjeeling","Regular",486,159,267,207,134,62,1204,146,272,385,148
01/01/2002,"Central","Wisconsin","Small Market","Espresso","Decaf Espresso","Decaf",342,113,197,141,91,49,2090,141,229,366,161
01/01/2002,"Central","Wisconsin","Small Market","Coffee","Decaf Irish Cream","Decaf",532,145,299,239,166,82,1415,197,301,567,273
01/01/2002,"Central","Wisconsin","Small Market","Tea","Earl Grey","Regular",587,22,344,227,323,217,1558,30,300,460,188
01/01/2002,"Central","Wisconsin","Small Market","Smoothie","Lemon","Decaf",257,79,161,95,67,30,2387,166,155,225,58
03/01/2002,"West","California","Major Market","Coffee","Amaretto","Regular",388,-138,50,348,191,100,2261,-85,60,494,435
03/01/2002,"West","California","Major Market","Espresso","Caffe Latte","Regular",1446,504,695,808,285,192,4655,458,655,1464,730
03/01/2002,"West","California","Major Market","Espresso","Caffe Mocha","Regular",841,85,554,366,440,337,1982,94,479,784,356
03/01/2002,"West","California","Major Market","Smoothie","Chocolate","Decaf",788,319,470,304,126,80,2409,307,361,673,255
03/01/2002,"West","California","Major Market","Coffee","Columbian","Regular",2179,741,1380,758,466,271,5701,1253,1673,2632,1009
03/01/2002,"West","California","Major Market","Tea","Darjeeling","Regular",606,280,416,254,113,73,2466,250,288,411,145
03/01/2002,"West","California","Major Market","Espresso","Decaf Espresso","Decaf",1752,635,986,702,349,269,3684,628,979,1572,676
03/01/2002,"West","California","Major Market","Coffee","Decaf Irish Cream","Decaf",361,-376,-90,480,271,146,4339,-354,-121,490,608
03/01/2002,"West","California","Major Market","Tea","Earl Grey","Regular",593,265,351,254,109,67,1263,216,254,427,157
03/01/2002,"West","California","Major Market","Tea","Green Tea","Regular",543,154,305,220,181,69,1593,153,252,394,132
03/01/2002,"West","California","Major Market","Smoothie","Lemon","Decaf",1331,477,796,643,269,225,3089,576,671,1274,548
03/01/2002,"West","California","Major Market","Smoothie","Blueberry","Decaf",541,196,329,278,119,91,1943,204,253,516,234
03/01/2002,"Central","Colorado","Major Market","Coffee","Amaretto","Regular",628,254,424,292,107,69,2327,324,378,669,255
03/01/2002,"Central","Colorado","Major Market","Espresso","Caffe Mocha","Regular",579,245,339,271,106,73,1242,307,420,730,274
03/01/2002,"Central","Colorado","Major Market","Smoothie","Chocolate","Decaf",1057,315,531,471,225,140,3407,331,509,795,430
03/01/2002,"Central","Colorado","Major Market","Coffee","Columbian","Regular",624,205,338,285,122,85,1833,290,400,587,261
03/01/2002,"Central","Colorado","Major Market","Tea","Darjeeling","Regular",402,50,207,190,183,73,963,56,225,364,126
03/01/2002,"Central","Colorado","Major Market","Espresso","Decaf Espresso","Decaf",607,165,322,232,154,66,1749,254,430,713,226
03/01/2002,"Central","Colorado","Major Market","Coffee","Decaf Irish Cream","Decaf",782,341,426,286,119,81,2477,336,421,708,337
03/01/2002,"Central","Colorado","Major Market","Tea","Earl Grey","Regular",413,98,219,200,120,58,3052,91,193,374,152
